title,url,imdbRating,duration,year,Action,Adventure,Animation,Comedy,Crime,Drama,Horror,Romance,Science-Fiction,Thriller,,,,
Das Reich und die Herrlichkeit (2000),http://www.imdb.com/title/tt0218378/,6.5,7200,2000,0,0,0,0,0,1,0,1,0,0,,,,
Wunder auf der Überholspur (TV Movie 2000),http://www.imdb.com/title/tt0218440/,6.3,7200,2000,0,0,0,1,0,1,0,0,0,0,,,,
The Longest Journey (Video Game 1999),http://www.imdb.com/title/tt0219139/,8.4,,1999,0,1,1,0,0,0,0,0,0,0,,,,
USS Charleston - Die letzte Hoffnung der Menschheit (TV Movie 2000),http://www.imdb.com/title/tt0219224/,7.1,11700,2000,0,0,0,0,0,1,0,0,1,0,,,,
The Oblongs... (TV Series 2001–2002),http://www.imdb.com/title/tt0219446/,7,1800,2001,0,0,1,1,0,0,0,0,1,0,,,,
Wes Craven - Dracula 2000 (2000),http://www.imdb.com/title/tt0219653/,4.9,5940,2000,0,0,0,0,0,0,1,0,0,1,,,,
The Gift - Die dunkle Gabe (2000),http://www.imdb.com/title/tt0219699/,6.7,6720,2000,0,0,0,0,0,1,1,0,0,0,,,,
The Kid - Image ist alles (2000),http://www.imdb.com/title/tt0219854/,6,6240,2000,0,0,0,1,0,0,0,0,0,0,,,,
Zeuge der Anklage (1942),http://www.imdb.com/title/tt0035417/,7.7,7080,1942,0,0,0,1,0,1,0,1,0,0,,,,
The Making of 'Three Caballeros' (Video 1994),http://www.imdb.com/title/tt0219902/,,,1994,0,0,0,0,0,0,0,0,0,0,,,,
Men Seeking Women (1997),http://www.imdb.com/title/tt0219919/,3.8,5520,1997,0,0,0,1,0,0,0,0,0,0,,,,
Lucky Numbers (2000),http://www.imdb.com/title/tt0219952/,5,6300,2000,0,0,0,1,1,0,0,0,0,0,,,,
Banditen! (2001),http://www.imdb.com/title/tt0219965/,6.6,7380,2001,0,0,0,1,1,1,0,0,0,0,,,,
Timecode (2000),http://www.imdb.com/title/tt0220100/,6.3,5820,2000,0,0,0,0,0,1,0,0,0,0,,,,
A Hollywood Christmas (Video 1996),http://www.imdb.com/title/tt0220525/,6.9,5400,1996,0,0,0,0,0,0,0,0,0,0,,,,
Mudhalvan (1999),http://www.imdb.com/title/tt0220656/,8,10140,1999,1,0,0,0,0,1,0,0,0,1,,,,
Sleepless (2001),http://www.imdb.com/title/tt0220827/,6.3,7020,2001,0,0,0,0,0,0,0,0,0,1,,,,
Walburgas Zauberschloß (TV Series 1989–1995),http://www.imdb.com/title/tt0220895/,7.9,1320,1989,0,0,0,1,0,0,0,0,0,0,,,,
Tarzans Abenteuer in New York (1942),http://www.imdb.com/title/tt0035419/,7,4260,1942,1,1,0,0,0,0,0,0,0,0,,,,
Dead or Alive: Hanzaisha (1999),http://www.imdb.com/title/tt0221111/,6.9,6300,1999,0,0,0,0,1,1,0,0,0,1,,,,
The Glass House - Das Glashaus (2001),http://www.imdb.com/title/tt0221218/,5.7,6360,2001,0,0,0,0,0,0,0,0,0,1,,,,
Super Mario World (Video Game 1990),http://www.imdb.com/title/tt0221606/,9.1,,1990,1,1,0,0,0,0,0,0,0,0,,,,
Toransufômâ: Bîsuto uôzu metarusu (TV Series 1999– ),http://www.imdb.com/title/tt0221778/,6.9,,1999,0,0,1,0,0,0,0,0,1,0,,,,
101 Dalmatians: Escape from DeVil Manor (Video Game 1999),http://www.imdb.com/title/tt0221788/,6.4,,1999,0,1,1,0,0,0,0,0,0,0,,,,
Das muss Liebe sein! (2002),http://www.imdb.com/title/tt0222024/,5.2,10440,2002,0,0,0,0,0,1,0,1,0,0,,,,
Shark Attack 2 (Video 2000),http://www.imdb.com/title/tt0222355/,2.9,5880,2000,0,0,0,0,0,0,1,0,0,1,,,,
Sonic der irre Igel (TV Series 1993–1996),http://www.imdb.com/title/tt0222518/,6.3,1800,1993,0,1,1,1,0,0,0,0,0,0,,,,
Monkey Magic (TV Series 1998– ),http://www.imdb.com/title/tt0222596/,7.8,,1998,0,0,1,0,0,0,0,0,0,0,,,,
Der Club der gebrochenen Herzen - Eine romantische Komödie (2000),http://www.imdb.com/title/tt0222850/,7,5640,2000,0,0,0,1,0,1,0,1,0,0,,,,
Brother (2000),http://www.imdb.com/title/tt0222851/,7.3,6840,2000,0,0,0,0,1,1,0,0,0,1,,,,
One Step Away (1985),http://www.imdb.com/title/tt0223844/,5.8,,1985,0,0,0,0,1,0,0,0,0,0,,,,
Went the Day Well? (1942),http://www.imdb.com/title/tt0035429/,7.6,5520,1942,0,0,0,0,0,0,0,0,0,1,,,,
Scrooge (1913),http://www.imdb.com/title/tt0224067/,6.7,2400,1913,0,0,0,0,0,1,0,0,0,0,,,,
The Directors (TV Series 1999– ),http://www.imdb.com/title/tt0224861/,7.4,3600,1999,0,0,0,0,0,0,0,0,0,0,,,,
Angel Eyes (2001),http://www.imdb.com/title/tt0225071/,5.6,6120,2001,0,0,0,0,0,1,0,1,0,1,,,,
Jingi naki tatakai: Kanketsu-hen (1974),http://www.imdb.com/title/tt0226018/,7.6,6000,1974,1,0,0,0,1,1,0,0,0,0,,,,
Homicide: The Movie (TV Movie 2000),http://www.imdb.com/title/tt0226771/,7.6,,2000,0,0,0,0,1,1,0,0,0,0,,,,
Los buscas de siempre (TV Series 2000– ),http://www.imdb.com/title/tt0227881/,5.8,2700,2000,0,0,0,0,0,1,0,1,0,0,,,,
The 51st State (2001),http://www.imdb.com/title/tt0227984/,6.3,5580,2001,1,0,0,1,1,0,0,0,0,0,,,,
Dr. Wong's Virtual Hell (1999),http://www.imdb.com/title/tt0228237/,3.4,5820,1999,0,0,0,0,1,0,1,0,0,0,,,,
Ghosts of Mars (2001),http://www.imdb.com/title/tt0228333/,4.9,5880,2001,1,0,0,0,0,0,1,0,1,0,,,,
Otesánek (2000),http://www.imdb.com/title/tt0228687/,7.3,7920,2000,0,0,0,1,0,1,0,0,0,0,,,,
Galaxy High School (TV Series 1986– ),http://www.imdb.com/title/tt0229405/,7.4,1800,1986,0,0,1,0,0,0,0,0,1,0,,,,
Busch singt - Sechs Filme über die erste Hälfte des 20. Jahrhunderts (TV Movie 1982),http://www.imdb.com/title/tt0230059/,,19500,1982,0,0,0,0,0,0,0,0,0,0,,,,
Ed Gein (2000),http://www.imdb.com/title/tt0230169/,5.6,5340,2000,0,0,0,0,1,1,0,0,0,0,,,,
Jaanwar (1999),http://www.imdb.com/title/tt0230347/,5.3,,1999,0,0,0,0,0,0,0,0,0,0,,,,
Les Misérables - Gefangene des Schicksals (TV Mini-Series 2000),http://www.imdb.com/title/tt0230534/,7.7,5400,2000,0,0,0,0,0,1,0,0,0,0,,,,
NBC Nightly News (TV Series 1970– ),http://www.imdb.com/title/tt0231035/,6.1,1800,1970,0,0,0,0,0,0,0,0,0,0,,,,
Tortilla Flat (1942),http://www.imdb.com/title/tt0035460/,6.4,6300,1942,0,0,0,1,0,1,0,1,0,0,,,,
Batman Beyond: The Movie (TV Movie 1999),http://www.imdb.com/title/tt0231237/,7.7,7920,1999,1,0,1,0,0,0,0,0,1,0,,,,
Billy Connolly 'Bites Yer Bum!' (Video 1981),http://www.imdb.com/title/tt0231269/,7.4,6300,1981,0,0,0,0,0,0,0,0,0,0,,,,
Hongos (1999),http://www.imdb.com/title/tt0231741/,6.5,1320,1999,0,0,0,1,0,0,0,0,0,0,,,,
Einmal Himmel und zurück (2001),http://www.imdb.com/title/tt0231775/,5.4,5220,2001,0,0,0,1,0,0,0,0,0,0,,,,
Maria Marusjka (1973),http://www.imdb.com/title/tt0232054/,5.1,5460,1973,0,0,0,0,0,1,0,0,0,0,,,,
Ready\, Cook (TV Series 1994– ),ready steady cook tv series,5.9,94,4,0,0,0,0,0,1,0,0,0,0,0,,
The Undying Monster (1942),http://www.imdb.com/title/tt0035489/,6.2,3780,1942,0,0,0,0,0,1,1,0,0,0,,,,
Collateral Damage (2002),http://www.imdb.com/title/tt0233469/,5.4,6480,2002,1,0,0,0,0,1,0,0,0,1,,,,
Dragonard (1987),http://www.imdb.com/title/tt0233615/,6.8,5160,1987,0,0,0,0,0,1,0,0,0,0,,,,
The Eyes of Tammy Faye (2000),http://www.imdb.com/title/tt0233687/,7.1,4740,2000,0,0,0,0,0,0,0,0,0,0,,,,
Baran (2001),http://www.imdb.com/title/tt0233841/,7.8,5640,2001,0,0,0,0,0,1,0,1,0,0,,,,
Kaho Naa... Pyaar Hai (2000),http://www.imdb.com/title/tt0234000/,6.8,10320,2000,1,0,0,0,1,0,0,1,0,0,,,,
Novocaine (2001),http://www.imdb.com/title/tt0234354/,5.8,5700,2001,0,0,0,1,1,1,0,0,0,0,,,,
Prelude: Dog Star Man (1962),http://www.imdb.com/title/tt0234512/,6.9,1500,1962,0,0,0,0,0,1,0,0,0,0,,,,
Fail Safe (TV Movie 2000),http://www.imdb.com/title/tt0235376/,7.3,5160,2000,0,0,0,0,0,1,0,0,0,1,,,,
Ringu 0: Bâsudei (2000),http://www.imdb.com/title/tt0235712/,6.2,5940,2000,0,0,0,0,0,0,1,0,0,0,,,,
Cosmo & Wanda - Wenn Elfen helfen (TV Series 2001– ),http://www.imdb.com/title/tt0235918/,7.3,1800,2001,0,0,1,1,0,0,0,0,0,0,,,,
Mexican (2001),http://www.imdb.com/title/tt0236493/,6.1,7380,2001,0,1,0,1,1,0,0,0,0,0,,,,
Coupling - Wer mit wem? (TV Series 2000–2004),http://www.imdb.com/title/tt0237123/,8.7,1800,2000,0,0,0,1,0,0,0,0,0,0,,,,
Das Versprechen (2001),http://www.imdb.com/title/tt0237572/,6.8,7440,2001,0,0,0,0,1,1,0,0,0,0,,,,
Corellis Mandoline (2001),http://www.imdb.com/title/tt0238112/,5.9,7860,2001,0,0,0,0,0,1,0,1,0,0,,,,
Film Club (2000),http://www.imdb.com/title/tt0238225/,7,300,2000,0,0,0,1,0,0,0,0,0,0,,,,
Equilibrium (2002),http://www.imdb.com/title/tt0238380/,7.6,6420,2002,1,0,0,0,0,1,0,0,1,0,,,,
Die Frau von der man spricht (1942),http://www.imdb.com/title/tt0035567/,7.4,6840,1942,0,0,0,1,0,0,0,1,0,0,,,,
Mickeys fröhliche Weihnachten (Video 1999),http://www.imdb.com/title/tt0238414/,7.1,3960,1999,0,0,1,1,0,0,0,0,0,0,,,,
Gilmore Girls (TV Series 2000–2007),http://www.imdb.com/title/tt0238784/,8,2640,2000,0,0,0,1,0,1,0,0,0,0,,,,
Lost Heaven (2002),http://www.imdb.com/title/tt0238924/,7.1,6240,2002,0,0,0,1,0,1,0,0,0,0,,,,
Die James Bond Story (TV Movie 1999),http://www.imdb.com/title/tt0239074/,7.2,3120,1999,0,0,0,0,0,0,0,0,0,0,,,,
Space Sentinels (TV Series 1977),http://www.imdb.com/title/tt0239192/,7.3,1800,1977,0,1,1,0,0,0,0,0,1,0,,,,
Survivor (TV Series 2000– ),http://www.imdb.com/title/tt0239195/,6.8,3600,2000,0,1,0,0,0,0,0,0,0,0,,,,
Der Himmel von Hollywood (2001),http://www.imdb.com/title/tt0239467/,5.3,5400,2001,0,0,0,1,1,0,0,0,0,0,,,,
Movies Are Adventure (1948),http://www.imdb.com/title/tt0239673/,5.9,660,1948,0,0,0,0,0,0,0,0,0,0,,,,
Paradise Lost 2: Revelations (TV Movie 2000),http://www.imdb.com/title/tt0239894/,7.7,7800,2000,0,0,0,0,0,0,0,0,0,0,,,,
Zickenterror - Der Teufel ist eine Frau (2001),http://www.imdb.com/title/tt0239948/,5.9,5400,2001,0,0,0,1,1,0,0,1,0,0,,,,
The Story of Making the Film They're a Weird Mob (1966),http://www.imdb.com/title/tt0240044/,7.4,3240,1966,0,0,0,0,0,0,0,0,0,0,,,,
Die verlorene Welt (TV Series 1999–2002),http://www.imdb.com/title/tt0240278/,7.2,3600,1999,1,1,0,0,0,0,0,0,1,0,,,,
Dr. Dolittle 2 (2001),http://www.imdb.com/title/tt0240462/,4.6,5220,2001,0,0,0,1,0,0,0,0,0,0,,,,
Ocean's Eleven (2001),http://www.imdb.com/title/tt0240772/,7.8,6960,2001,0,0,0,0,1,0,0,0,0,1,,,,
Sardar (1993),http://www.imdb.com/title/tt0240879/,7.9,10500,1993,0,0,0,0,0,1,0,0,0,0,,,,
Till Human Voices Wake Us (2002),http://www.imdb.com/title/tt0240980/,6.5,6060,2002,0,0,0,0,0,1,0,1,0,0,,,,
Da Ali G Show (TV Series 2000– ),http://www.imdb.com/title/tt0241088/,8,1800,2000,0,0,0,1,0,0,0,0,0,0,,,,
Doctors (TV Series 2000– ),http://www.imdb.com/title/tt0241383/,5.3,1800,2000,0,0,0,0,0,1,0,0,0,0,,,,
Donkey Kong Country (Video Game 1994),http://www.imdb.com/title/tt0241385/,8.4,,1994,1,1,1,0,0,0,0,0,0,0,,,,
The New Guy (2002),http://www.imdb.com/title/tt0241760/,5.8,5280,2002,0,0,0,1,0,0,0,0,0,0,,,,
Okay for Sound (1946),http://www.imdb.com/title/tt0241789/,6.2,1200,1946,0,0,0,0,0,0,0,0,0,0,,,,
Bully - Diese Kids schockten Amerika (2001),http://www.imdb.com/title/tt0242193/,7,6900,2001,0,0,0,0,1,1,0,0,0,1,,,,
The Adventures of Smilin' Jack (1943),http://www.imdb.com/title/tt0035611/,7.5,15900,1943,1,1,0,0,0,0,0,0,0,0,,,,
Ey Mann\,ey mann wo is mein auto,http://www.imdb.com/title/tt0242423/,98759,4980,3,0,0,0,1,0,0,0,0,0,0,,,
Exit Wounds - Die Copjäger (2001),http://www.imdb.com/title/tt0242445/,5.5,6060,2001,1,0,0,1,1,0,0,0,0,0,,,,
Dragon Tales (TV Series 1999– ),http://www.imdb.com/title/tt0243061/,5.8,1800,1999,0,0,1,1,0,0,0,0,0,0,,,,
A Christmas Carol (1910),http://www.imdb.com/title/tt0001544/,6.1,660,1910,0,0,0,0,0,1,0,0,0,0,,,,
All Dolled Up (1921),http://www.imdb.com/title/tt0011916/,5.8,,1921,0,0,0,1,0,0,0,0,0,0,,,,
In die japanische Sonne (1943),http://www.imdb.com/title/tt0035616/,7.2,7440,1943,1,0,0,0,0,1,0,0,0,0,,,,
Am Anfang (TV Movie 2000),http://www.imdb.com/title/tt0243067/,6.4,11340,2000,0,1,0,0,0,1,0,0,0,0,,,,
Die einsamen Schützen (TV Series 2001– ),http://www.imdb.com/title/tt0243069/,7.5,2700,2001,0,0,0,0,0,1,0,0,1,1,,,,
Wit (TV Movie 2001),http://www.imdb.com/title/tt0243664/,8.1,5940,2001,0,0,0,0,0,1,0,0,0,0,,,,
Ein Häuschen im Himmel (1943),http://www.imdb.com/title/tt0035703/,7.3,5880,1943,0,0,0,0,0,0,0,0,0,0,,,,
Telescope (TV Series 1963–1973),http://www.imdb.com/title/tt0243730/,7.8,1800,1973,0,0,0,0,0,0,0,0,0,0,,,,
40 Tage und 40 Nächte (2002),http://www.imdb.com/title/tt0243736/,5.6,5760,2002,0,0,0,1,0,1,0,1,0,0,,,,
Italienisch für Anfänger (2000),http://www.imdb.com/title/tt0243862/,7.1,6720,2000,0,0,0,1,0,1,0,1,0,0,,,,
Chicken Little (1943),http://www.imdb.com/title/tt0035733/,7.2,480,1943,0,0,1,1,0,0,0,0,0,0,,,,
Männerzirkus (2001),http://www.imdb.com/title/tt0244970/,6.1,5820,2001,0,0,0,1,0,0,0,1,0,0,,,,
Die Liebe der Charlotte Gray (2001),http://www.imdb.com/title/tt0245046/,6.5,7260,2001,0,0,0,0,0,1,0,1,0,1,,,,
The Fluffer (2001),http://www.imdb.com/title/tt0245115/,5.8,5700,2001,0,0,0,1,0,1,0,1,0,0,,,,
The Philco Television Playhouse Marty (TV Episode 1953),http://www.imdb.com/title/tt0245266/,8.2,3060,1953,0,0,0,0,0,1,0,0,0,0,,,,
Michael Jordan to the Max (2000),http://www.imdb.com/title/tt0245280/,7.4,2760,2000,0,0,0,0,0,0,0,0,0,0,,,,
Windtalkers (2002),http://www.imdb.com/title/tt0245562/,6,8040,2002,1,0,0,0,0,1,0,0,0,0,,,,
Shin Chan (TV Series 1992– ),http://www.imdb.com/title/tt0245612/,7.8,1800,1992,1,0,1,1,0,0,0,0,0,0,,,,
13 Geister (2001),http://www.imdb.com/title/tt0245674/,5.5,5460,2001,0,0,0,0,0,0,1,0,0,1,,,,
Atlantis II (Video Game 1999),http://www.imdb.com/title/tt0245733/,7.1,,1999,0,0,0,0,0,0,0,0,0,0,,,,
Prema Tarangalu (1980),http://www.imdb.com/title/tt0246166/,6.2,,1980,1,0,0,0,0,1,0,0,0,0,,,,
Very Important Pennis (TV Series 1995– ),http://www.imdb.com/title/tt0246354/,8.1,1800,1995,0,0,0,1,0,0,0,0,0,0,,,,
Jede Menge Ärger (2002),http://www.imdb.com/title/tt0246464/,6.5,5100,2002,0,0,0,1,1,0,0,0,0,1,,,,
George Carlin: You Are All Diseased (TV Movie 1999),http://www.imdb.com/title/tt0246645/,8.5,3900,1999,0,0,0,1,0,0,0,0,0,0,,,,
Gamle mænd i nye biler (2002),http://www.imdb.com/title/tt0246692/,6.8,5700,2002,1,0,0,1,1,0,0,0,0,0,,,,
Tarzan\,tarzan bezwinger der w ste,http://www.imdb.com/title/tt0035795/,1503,4200,3,0,1,0,0,0,0,0,0,0,0,,,
Saajan Chale Sasural (1996),http://www.imdb.com/title/tt0246905/,5.8,,1996,0,0,0,1,0,1,0,0,0,0,,,,
Boston Public (TV Series 2000–2004),http://www.imdb.com/title/tt0247081/,7.2,3600,2000,0,0,0,1,0,1,0,0,0,0,,,,
Night Visions (TV Series 2000– ),http://www.imdb.com/title/tt0247120/,7.6,2580,2000,0,0,0,0,0,0,1,0,0,0,,,,
Yes\,yes dear tv series,http://www.imdb.com/title/tt0247144/,4662,1800,1,0,0,0,1,0,0,0,0,0,0,,,
Inside a Skinhead (2001),http://www.imdb.com/title/tt0247199/,7.3,6120,2001,0,0,0,0,0,1,0,0,0,0,,,,
Du Barry Was a Lady (1943),http://www.imdb.com/title/tt0035829/,6.4,6060,1943,0,0,0,1,0,0,0,0,0,0,,,,
Juwanna Mann (2002),http://www.imdb.com/title/tt0247444/,4.4,5460,2002,0,0,0,1,0,1,0,1,0,0,,,,
Nazi Concentration Camps (1945),http://www.imdb.com/title/tt0247568/,7.3,3540,1945,0,0,0,0,0,0,0,0,0,0,,,,
Der Nazi-Plan (1945),http://www.imdb.com/title/tt0247569/,6,,1945,0,0,0,0,0,0,0,0,0,0,,,,
Plötzlich Prinzessin! (2001),http://www.imdb.com/title/tt0247638/,6.1,6900,2001,0,0,0,1,0,0,0,1,0,0,,,,
Fiza (2000),http://www.imdb.com/title/tt0248012/,6.3,10200,2000,0,0,0,0,0,1,0,1,0,0,,,,
Education for Death: The Making of the Nazi (1943),http://www.imdb.com/title/tt0035836/,7.1,600,1943,0,0,1,1,0,0,0,0,0,0,,,,
Hänsel and Gretel (1955),http://www.imdb.com/title/tt0248062/,6.8,600,1955,0,0,1,0,0,0,0,0,0,0,,,,
Na Tum Jaano Na Hum (2002),http://www.imdb.com/title/tt0248216/,5.2,,2002,0,0,0,1,0,1,0,0,0,0,,,,
Der Schuh des Manitu (2001),http://www.imdb.com/title/tt0248408/,6.6,5220,2001,0,0,0,1,0,0,0,0,0,0,,,,
Shiva (1989),http://www.imdb.com/title/tt0248428/,7.9,8700,1989,1,0,0,0,0,0,0,0,0,0,,,,
Tholi Prema (1998),http://www.imdb.com/title/tt0248547/,7.9,8760,1998,0,0,0,0,0,0,0,1,0,0,,,,
Die Schatzinsel (1999),http://www.imdb.com/title/tt0248568/,5.5,5640,1999,0,1,0,0,0,0,0,0,0,0,,,,
Yaadein... (2001),http://www.imdb.com/title/tt0248617/,4.4,10260,2001,0,0,0,0,0,1,0,1,0,0,,,,
Six Feet Under - Gestorben wird immer (TV Series 2001–2005),http://www.imdb.com/title/tt0248654/,8.9,3300,2001,0,0,0,0,0,1,0,0,0,0,,,,
Der Vogelschreck (2000),http://www.imdb.com/title/tt0248808/,8.2,180,2000,0,0,1,1,0,0,0,0,0,0,,,,
Hedwig and the Angry Inch (2001),http://www.imdb.com/title/tt0248845/,7.8,5700,2001,0,0,0,1,0,1,0,0,0,0,,,,
T.T. Sindrom (2002),http://www.imdb.com/title/tt0249180/,6.3,6120,2002,0,0,0,0,0,0,1,0,0,1,,,,
Die Unicorn und der Aufstand der Elfen (TV Movie 2001),http://www.imdb.com/title/tt0249326/,6.5,10200,2001,0,1,0,0,0,0,0,0,0,0,,,,
Asoka - Der Weg des Kriegers (2001),http://www.imdb.com/title/tt0249371/,6.8,10560,2001,1,0,0,0,0,1,0,0,0,0,,,,
Baise-moi - Fick mich! (2000),http://www.imdb.com/title/tt0249380/,4.5,4620,2000,0,0,0,0,1,1,0,0,0,1,,,,
Billy Elliot - I Will Dance (2000),http://www.imdb.com/title/tt0249462/,7.7,6600,2000,0,0,0,1,0,1,0,0,0,0,,,,
Fünf Gräber bis Kairo (1943),http://www.imdb.com/title/tt0035884/,7.5,5760,1943,0,0,0,0,0,0,0,0,0,1,,,,
Susi und Strolch 2: Kleine Strolche - Großes Abenteuer! (Video 2001),http://www.imdb.com/title/tt0249677/,5.8,4140,2001,0,1,1,0,0,0,0,0,0,0,,,,
Biography Sophia Loren: Actress Italian Style (TV Episode 1997),http://www.imdb.com/title/tt0249979/,7.9,3000,1997,0,0,0,0,0,0,0,0,0,0,,,,
Storytelling (2001),http://www.imdb.com/title/tt0250081/,6.9,5220,2001,0,0,0,1,0,1,0,0,0,0,,,,
Yeshwant (1997),http://www.imdb.com/title/tt0250122/,7.2,,1997,1,0,0,0,1,1,0,0,0,0,,,,
All Over the Guy (2001),http://www.imdb.com/title/tt0250202/,6.6,5700,2001,0,0,0,1,0,0,0,1,0,0,,,,
The Other Side of Heaven (2001),http://www.imdb.com/title/tt0250371/,6.5,6780,2001,0,1,0,0,0,1,0,0,0,0,,,,
Natürlich blond! (2001),http://www.imdb.com/title/tt0250494/,6.2,5760,2001,0,0,0,1,0,0,0,1,0,0,,,,
Ritual (2002),http://www.imdb.com/title/tt0250698/,4.8,5940,2002,0,0,0,0,0,0,1,0,0,0,,,,
Trade Off (2000),http://www.imdb.com/title/tt0250779/,5.3,5700,2000,0,0,0,0,0,0,0,0,0,0,,,,
Die Entdeckung des Himmels (2001),http://www.imdb.com/title/tt0251052/,6.8,9000,2001,0,0,0,0,0,1,0,0,0,0,,,,
Evolution (2001),http://www.imdb.com/title/tt0251075/,6,6060,2001,0,0,0,1,0,0,0,0,1,0,,,,
Wie werde ich ihn los in 10 Tagen (2003),http://www.imdb.com/title/tt0251127/,6.3,6960,2003,0,0,0,1,0,0,0,1,0,0,,,,
Pushpak (1987),http://www.imdb.com/title/tt0251355/,8.3,7500,1987,0,0,0,1,0,0,0,1,0,0,,,,
Trigun (TV Series 1998– ),http://www.imdb.com/title/tt0251439/,8.5,1800,1998,1,0,1,1,0,0,0,0,0,0,,,,
Big Brother (TV Series 2000– ),http://www.imdb.com/title/tt0251497/,5.2,2640,2000,0,0,0,0,0,0,0,0,0,0,,,,
Christmas at Pee Wee's Playhouse (1988),http://www.imdb.com/title/tt0251640/,7.8,2940,1988,0,0,0,1,0,0,0,0,0,0,,,,
Km. 0 (2000),http://www.imdb.com/title/tt0251777/,7.3,6480,2000,0,0,0,1,0,1,0,1,0,0,,,,
The Tony Blair Witch Project (2000),http://www.imdb.com/title/tt0252060/,2.4,4200,2000,0,0,0,1,0,0,0,0,0,0,,,,
Davaro (1981),http://www.imdb.com/title/tt0252361/,8.2,5640,1981,0,1,0,1,0,1,0,0,0,0,,,,
Heist - Der letzte Coup (2001),http://www.imdb.com/title/tt0252503/,6.6,6540,2001,1,0,0,0,1,1,0,0,0,0,,,,
A Steam Train Passes (1974),http://www.imdb.com/title/tt0252747/,8.4,1260,1974,0,0,0,0,0,1,0,0,0,0,,,,
Postcards (TV Series 1999–2008),http://www.imdb.com/title/tt0252780/,,1800,1999,0,0,0,0,0,0,0,0,0,0,,,,
Rock Concert (TV Series 1973–1980),http://www.imdb.com/title/tt0252784/,8.3,5400,1980,0,0,0,0,0,0,0,0,0,0,,,,
American Pie 2 (2001),http://www.imdb.com/title/tt0252866/,6.4,6480,2001,0,0,0,1,0,0,0,1,0,0,,,,
Die Herrschaft des Feuers (2002),http://www.imdb.com/title/tt0253556/,6.2,6060,2002,1,1,0,0,0,0,0,0,0,0,,,,
Satyavan Savitri (1914),http://www.imdb.com/title/tt0253644/,,,1914,0,0,0,0,0,0,0,0,0,0,,,,
Scooby-Doo und die Außerirdischen (Video 2000),http://www.imdb.com/title/tt0253658/,6.6,4440,2000,0,0,1,1,0,0,0,0,0,0,,,,
Napoléon (TV Mini-Series 2002),http://www.imdb.com/title/tt0253839/,7.3,22800,2002,0,1,0,0,0,1,0,0,0,0,,,,
Abbott and Costello Meet Jerry Seinfeld (TV Movie 1994),http://www.imdb.com/title/tt0254061/,6.4,2760,1994,0,0,0,1,0,0,0,0,0,0,,,,
Sternenkind (2003),http://www.imdb.com/title/tt0254481/,7,10260,2003,0,0,0,0,0,1,0,1,0,0,,,,
The Making of 'Raiders of the Lost Ark' (TV Movie 1981),http://www.imdb.com/title/tt0254543/,6.9,3600,1981,0,0,0,0,0,0,0,0,0,0,,,,
Die Klavierspielerin (2001),http://www.imdb.com/title/tt0254686/,7.4,7860,2001,0,0,0,0,0,1,0,0,0,1,,,,
Llámale Jess (2000),http://www.imdb.com/title/tt0255022/,7.9,4920,2000,0,0,0,0,0,0,0,0,0,0,,,,
Godzilla vs. Megaguirus (2000),http://www.imdb.com/title/tt0255198/,6.4,6300,2000,1,0,0,0,0,0,1,0,1,0,,,,
Khiladi 420 (2000),http://www.imdb.com/title/tt0255305/,4.9,,2000,0,0,0,0,0,0,0,0,0,0,,,,
Mukunthetta Sumitra Vilikkunnu (1988),http://www.imdb.com/title/tt0255396/,7.4,,1988,0,0,0,1,0,0,0,0,0,0,,,,
Seom (2000),http://www.imdb.com/title/tt0255589/,7.1,5400,2000,0,0,0,0,0,1,0,0,0,1,,,,
Keine Gnade für Dad (TV Series 2001–2005),http://www.imdb.com/title/tt0255734/,7.5,1800,2001,0,0,0,1,0,0,0,0,0,0,,,,
The Yogi Bear Show (TV Series 1961–1988),http://www.imdb.com/title/tt0255768/,6.7,1800,1988,0,0,1,1,0,0,0,0,0,0,,,,
...und das Leben geht weiter (1943),http://www.imdb.com/title/tt0036022/,7.2,7020,1943,0,0,0,1,0,1,0,0,0,0,,,,
Baghi (1956),http://www.imdb.com/title/tt0255821/,,,1956,1,0,0,0,0,0,0,0,0,0,,,,
Citizen Steve (1987),http://www.imdb.com/title/tt0255900/,5.5,1380,1987,0,0,0,0,0,0,0,0,0,0,,,,
Daun Haus (2000),http://www.imdb.com/title/tt0255958/,7.4,,2000,0,0,0,1,1,1,0,0,0,0,,,,
Faccia di Picasso (2000),http://www.imdb.com/title/tt0256015/,4.7,5700,2000,0,0,0,1,0,0,0,0,0,0,,,,
Sweet Home Alabama - Liebe auf Umwegen (2002),http://www.imdb.com/title/tt0256415/,6.1,6480,2002,0,0,0,1,0,0,0,1,0,0,,,,
The Truth About Jane (TV Movie 2000),http://www.imdb.com/title/tt0256459/,6.9,5220,2000,0,0,0,0,0,1,0,0,0,0,,,,
Das ultimative Weihnachtsgeschenk (TV Movie 2000),http://www.imdb.com/title/tt0256466/,5.8,5100,2000,0,0,0,1,0,0,0,0,0,0,,,,
Adutha Veetu Penn (1960),http://www.imdb.com/title/tt0256584/,,,1960,0,0,0,0,0,0,0,0,0,0,,,,
Das Liebesdreieck (2001),http://www.imdb.com/title/tt0256692/,5.4,9600,2001,0,0,0,0,0,1,0,1,0,0,,,,
Sappho '68 (1968),http://www.imdb.com/title/tt0257093/,4.3,3900,1968,0,0,0,0,0,1,0,0,0,0,,,,
